References,Family,,ID Number,Name,Name UD,Illustration,CEFR level,Definition in Russian,Definition in English,Definition in Norwegian,Example 1,Example 2,Example 3,Example 4,Example 5,Morphology,Synt. type of construction,Synt. function of anchor,Synt. structure of anchor,Part of speech of anchor,SemType1,SemSubType1,SemType2,SemSubType2,SemType3,SemSubType3,SemType4,SemSubType4,Semantic role,Communicative type (only for Clause and Biclausal),Usage label,Anchor words,Common fillers,Comment,STRUCTURE in UD,Actionality,Actuality,Additive,Addressee,Apprehension,Assessment,Attitude,Calculation,Caritive,Causation,Cause,Comitative,Comparison,Condition,Concession,Consequence,Degree of accuracy,Degree of intensity,Discourse structure,Epistemic modality (Degree of certainty),Exceptive,Exclusive,Inclusive,Instrument,Manner,Measure,Mirative,Non-existence,Non-Standard Subject,Options,Phase of action,Pluractionality,Possession,Prohibition,Purpose,Quantification,Reaction to the previous discourse,Request,Result,Root modality,Routine,Salient property,Source of information,Source of opinion,Spatial expression,Subset,Taxis,Temporal expression,Temporary characteristics,Timeline,Threat,Volition
,,,1914,"куда ни VP-Imp, Cl","куда ни VP-Imper, Cl","Куда ни повернись, везде они.",,,,,,,,,,,Biclausal Construction,Adverbial Modifier,Adv; Negation,Pron; Negation Marker,Condition,,Concession,Failed expectation,Spatial expression,Path:Goal,,,,,Colloquial,,,,,,,,,,,,,,,,,,Unspecified,Failed expectation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Path: Goal,,,,,,,
,,,1915,"где ни VP-Imp, Cl","где ни VP-Imper, Cl",Здесь где ни копни – сплошные артефакты.,,,,,,,,,,,Biclausal Construction,Adverbial Modifier,Adv; Negation,Pron; Negation Marker,Condition,,Concession,Failed expectation,Spatial expression,Location,,,,,Colloquial,,,,,,,,,,,,,,,,,,Unspecified,Failed expectation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Location,,,,,,,
,,,1916,"как ни VP-Imp, Cl","как ни VP-Imper, Cl","Этого никто не может понять, как ни объясняй.",,,,,,,,,,,Biclausal Construction,Adverbial Modifier,Adv; Negation,Pron; Negation Marker,Condition,,Concession,Failed expectation,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,Unspecified,Failed expectation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1917,"когда ни VP-Imp, Cl","когда ни VP-Imper, Cl","Когда ни позвони ему, он всё занят.",,,,,,,,,,,Biclausal Construction,Adverbial Modifier,Adv; Negation,Pron; Negation Marker,Condition,,Concession,Failed expectation,Pluractionality,Habitual,,,,,Colloquial,,,,,,,,,,,,,,,,,,Unspecified,Failed expectation,,,,,,,,,,,,,,,,,Habitual,,,,,,,,,,,,,,,,,,,,
,,,1918,"что ни VP-Imp, Cl","что ни VP-Imper, Cl",Что ни надень на неё – всё будет элегантным.,,,,,,,,,,,Biclausal Construction,Object,Pron; Negation,Pron; Negation Marker,Condition,,Concession,Failed expectation,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,Unspecified,Failed expectation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1919,"кто ни VP-Imp, Cl","кто ни VP-Imper, Cl","Кого ни спроси, все скажут, что здоровье для них очень важно.",,,,,,,,,,,Biclausal Construction,Object; Subject,Pron; Negation,Pron; Negation Marker,Condition,,Concession,Failed expectation,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,Unspecified,Failed expectation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1920,ни в коем случае не VP ,ни в коем случае не VP ,Ни в коем случае не отправлю ребёнка в детский сад.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,PP; Double Negation,Prep; Negation Marker; Noun,Condition,,Degree of intensity,Minimizer: Absence,,,,,,,NA,,,,,,,,,,,,,,,,,,Unspecified,,,,Minimizer: Absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1921,NP ни в коем случае не XP,NP ни в коем случае не XP,Игра ни в коем случае не стала скучной.,,,,,,,,,,,Clause,Adverbial Modifier,PP; Double Negation,Prep; Negation Marker; Noun,Reaction to the previous discourse,Disagreement,Assessment,Negative,Degree of intensity,Minimizer: Absence,,,,Exclamatory,NA,,,,,,,,,,Negative,,,,,,,,,,,,Minimizer: Absence,,,,,,,,,,,,,,,,,,,Disagreement,,,,,,,,,,,,,,,
,,,1922,ни о какой-Loc NP-Loc (тут/здесь/сейчас) и речи быть не может/могло,ни о какой-Loc NP-Loc (тут/здесь/сейчас) и речи быть не может/могло,Ни о каких компьютерных играх тут и речи быть не может.,,,,,,,,,,,Clause,Predicate,VP; PP; Negation,Noun; Verb; Adv; Prep; Negation Marker,Reaction to the previous discourse,Disagreement,Prohibition,Prohibitive,Degree of intensity,Minimizer: Absence,,,,Exclamatory,Colloquial,,,,,,,,,,,,,,,,,,,,,,Minimizer: Absence,,,,,,,,,,,,,,,,Prohibitive,,,Disagreement,,,,,,,,,,,,,,,
,,,1923,о NP-Loc (тут/здесь/сейчас) и речи быть не может/могло,о NP-Loc (тут/здесь/сейчас) и речи быть не может/могло,О присутствии адвоката и речи быть не может.,,,,,,,,,,,Clause,Predicate,VP; PP; Negation,Noun; Verb; Adv; Prep; Negation Marker,Reaction to the previous discourse,Disagreement,Prohibition,Prohibitive,Degree of intensity,Minimizer: Absence,,,,Exclamatory,Colloquial,,,,,,,,,,,,,,,,,,,,,,Minimizer: Absence,,,,,,,,,,,,,,,,Prohibitive,,,Disagreement,,,,,,,,,,,,,,,
,,,1924,"о том, чтобы Cl, (тут/здесь/сейчас) и речи быть не может/могло","о том, чтобы Cl, (тут/здесь/сейчас) и речи быть не может/могло","О том, чтобы поехать отдыхать, и речи быть не может.",,,,,,,,,,,Matrix + Subordinate Clause Construction,Matrix Predicate,VP; PP; Negation,Noun; Verb; Adv; Prep; Negation Marker,Reaction to the previous discourse,Disagreement,Prohibition,Prohibitive,Degree of intensity,Minimizer: Absence,,,,Exclamatory,Colloquial,,,,,,,,,,,,,,,,,,,,,,Minimizer: Absence,,,,,,,,,,,,,,,,Prohibitive,,,Disagreement,,,,,,,,,,,,,,,
,,,1925,"не скажи, Cl","не скажи, Cl","Не скажи, в городе жить тяжело.",,,,,,,,,,,Cl/XP with parentheticals,Parenthetical,VP; Negation,Verb; Negation Marker,Reaction to the previous discourse,Disagreement,,,,,,,,Assertive,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagreement,,,,,,,,,,,,,,,
,,,1926,Скажешь тоже – XP,Скажешь тоже – XP,"Он такой хороший! – Скажешь тоже – ""хороший""!",,,,,,,,,,,"Discourse ""Echo"" Construction",Predicate,VP; Adv,VP; Adv,Reaction to the previous discourse,Disagreement,Attitude,Skepticism,,,,,,Exclamatory,Colloquial,,,,,,,,,,,Skepticism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagreement,,,,,,,,,,,,,,,
,,,1927,"PronPoss дело, XP","Adj.Pron дело, XP","Твоё дело, прогуливать занятия или нет.",,,,,,,,,,,Biclausal Construction,Praedicаtive Expression,NP,Noun,Reaction to the previous discourse,,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,
,,,1928,"(ну,) знать-Prs.2 ли, XP","(ну,) знать-Pres.2 ли, XP","Ну, знаешь ли, это не тебе решать.",,,,,,,,,,,Cl/XP with parentheticals,Parenthetical,VP,Verb; Particle,Reaction to the previous discourse,Disagreement,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagreement,,,,,,,,,,,,,,,
,,,1929,"с чего NP-Nom взять, что Cl?","с чего NP-Nom взять, что Cl?","С чего ты взял, что у меня плохое настроение?",,,,,,,,,,,Biclausal Construction,Predicate,PP; VP,Prep; Pron; Verb; Conj,Reaction to the previous discourse,Disagreement,Cause,,,,,,,,Colloquial,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,Disagreement,,,,,,,,,,,,,,,
,,,1930,что NP-Dat Cop до NP-Gen?,что NP-Dat Cop до NP-Gen?,Что тебе до её прошлого?,,,,,,,,,,,Copula Construction,Praedicаtive Expression,Prep,Prep; Pron,Reaction to the previous discourse,,Attitude,Concern,,,,,,,Colloquial,,,,,,,,,,,Concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,
,,,1931,"Так (уж) повелось, что Cl","Так (уж) повелось, что Cl","Так уж повелось, что по имени-отчеству его никто никогда не называл.",,,,,,,,,,,Biclausal Construction,Predicate,VP,Verb; Conj; Particle,Pluractionality,Habitual,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habitual,,,,,,,,,,,,,,,,,,,,
,,,1932,на случай NP-Gen VP,на случай NP-Gen VP,На случай дождя берите зонт.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,PP,Prep; Noun,Condition,,Purpose,,,,,,,Assertive,NA,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,
,,,1934,VP (даже) под страхом NP-Gen,VP (даже) под страхом NP-Gen,Никто не заставит меня это сделать даже под страхом смертной казни.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,PP,Prep; Noun; Adv,Condition,,Degree of intensity,Booster,,,,,,Exclamatory ,Formal,,,,,,,,,,,,,,,,,,Unspecified,,,,Booster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1935,ни при какой-Loc NP-Loc не VP-Fut ,ни при какой-Loc NP-Loc не VP-Fut ,Ни при каких условиях не соглашусь на такое предложение.,,,,,,,,,,,Clause,Adverbial Modifier,PP; Double Negation,Prep; Pron; Negation Marker,Condition,,Degree of intensity,Minimizer: Absence,,,,,,Exclamatory ,Formal,,,,,,,,,,,,,,,,,,Unspecified,,,,Minimizer: Absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1936,чертовски Adj/Adv,чертовски Adj/Adv,Он чертовски умён.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Adv,Adv,Assessment,Positive,Degree of intensity,Booster,,,,,,,Colloquial,,,,,,,,,,Positive,,,,,,,,,,,,Booster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Указание на имя или название субъекта или объекта (включая фамилию, отчество, псевдоним, кличку, прозвище и т.д.)",,1937,как PronPers-Acc Cop по NP-Dat (звать)?,как Pron-Acc Cop по NP-Dat (звать)?,Как вас по отчеству? Сергеевич?,,,,,,,,,,,Copula Construction,Praedicаtive Expression,Prep,Prep; Pron; Verb,Salient property,Naming,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naming,,,,,,,,,,
,"Указание на имя или название субъекта или объекта (включая фамилию, отчество, псевдоним, кличку, прозвище и т.д.)",,1938,NP по NP-Dat NP-Nom,NP по NP-Dat NP-Nom,Собака по кличке Баунти.,,,,,,,,,,,Head + Modifier Construction,Attributive,Prep,Prep,Salient property,Naming,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naming,,,,,,,,,,
,"Указание на имя или название субъекта или объекта (включая фамилию, отчество, псевдоним, кличку, прозвище и т.д.)",,1939,VP под именем NP-Gen,VP под именем NP-Gen,Мы знаем этот период истории под именем Просвещения.,B2,"Конструкция обозначает, что [некоторому объекту или периоду в истории]Theme присвоено [какое-либо название]Property. Конструкция также может обозначать, что [имя человека]Property заменено на [другое]Property.",,,Художница Лидия Леонтьева на страницах дневника [упоминается]Action под именем [Дамы Луны]Naming.,"Вы открыли новый этап, который в историю нашей революции [войдёт]Action под именем [«эпохи террора»]Naming.",В восточных версиях эта история [фигурирует]Action под именем [Истории мудреца Синдбада]Naming.,"Это был старинный напев о жизни Будды, причем жизнь Учителя [была представлена]Action под именем [жизни Иосафа]Naming.","«Легендарный Икар не умер; он воскресает в разные века под разными именами, и в наше время он [возродился]Action под именем [Германа Гансвиндта] Naming.","VP, NP, Gen",Head + Modifier Construction,Adverbial Modifier,PP,Prep; Noun,Salient property,Naming,Comparison,Imitation,,,,,"Theme, Property",,NA,"под, имя","знать, фигурировать",,,,,,,,,,,,,,,Imitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naming,,,,,,,,,,
,"Указание на имя или название субъекта или объекта (включая фамилию, отчество, псевдоним, кличку, прозвище и т.д.)",,1940,VP под псевдонимом (NP-Nom),VP под псевдонимом (NP-Nom),Он писал рассказы под псевдонимом Иван Бездомный.,B2,"Конструкция обозначает, что человек совершает некоторое [действие]Action, используя не свое настоящее имя, а [вымышленное]Property. Чаще всего деятельность человека связана с искусством, прежде всего с литературным творчеством.",,,"Никакая же не новость, что она [печатается]Action под псевдонимом. Анжела Анцуп гораздо звучнее, чем Евгения Ильинична Анциферова.",Автор второй книги [скрылся]Action под псевдонимом [Митин]Theme.,"Однажды Ильфа и Петрова спросили, приходилось ли им [писать]Action под псевдонимом.","Потом появились Марчес и одна из дам, [работавшая]Action под псевдонимом [Клео Доротти]Theme.","Английский разведчик, [скрывающийся]Action под псевдонимом [Кристофер Крейтон]Theme, продал известному британскому издательству  рукопись книги.","VP, NP, Nom",Head + Modifier Construction,Adverbial Modifier,PP,Prep; Noun,Salient property,Naming,,,,,,,"Action, Property",,NA,"под, псевдоним","скрыться, скрываться, писать, печататься, работать",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naming,,,,,,,,,,
,"Указание на имя или название субъекта или объекта (включая фамилию, отчество, псевдоним, кличку, прозвище и т.д.)",,1941,"NP под названием/заголовком ""XP""","NP под названием/заголовком ""XP""","В магазинах появилась книга под названием ""Новая история"".",B2,"Конструкция обозначает, что [некоторому объекту]Theme, чаще всего печатному, присвоено [определенное наименование]Property.",,,"Однажды мне попался на глаза текст песни ""В День Святого Валентина"", на которую я впоследствии написал музыку. В итоге получилась [композиция]Theme под названием [""Именины сердца""]Theme.","― Хочу завершить [книгу]Theme, обращённую к истокам и будущему, под названием [""От Айлиса до Айлиса""]Property.","Впервые в Конституции 1993 года появилась [глава]Theme под названием [""Судебная власть""]Theme.",В одном из номеров меня заинтересовала [подборка стихов]Theme под заголовком [«Занимательное стихосложение»]Theme.,В середине апреля в парижских газетах появилось [сообщение]Theme под заголовком [«Позиция генерала Врангеля»]Theme.,NP,Head + Modifier Construction,Attributive,PP,Prep; Noun,Salient property,Naming,,,,,,,"Theme, Property",,NA,"под, название, заголовок","книга, статья",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naming,,,,,,,,,,
,"Указание на имя или название субъекта или объекта (включая фамилию, отчество, псевдоним, кличку, прозвище и т.д.)",,1942,назвать-Pl NP-Acc NP-Ins (в честь NP-Gen),назвать-Pl NP-Acc NP-Ins (в честь NP-Gen),Старшего сына назвали Иваном в честь прадеда.,,,,,,,,,,,Clause,Predicate; Adverbial Modifier,VP; PP,Verb; Prep; Noun,Salient property,Naming,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naming,,,,,,,,,,
,"Указание на имя или название субъекта или объекта (включая фамилию, отчество, псевдоним, кличку, прозвище и т.д.)",,1943,Как Cop PronPoss имя/фамилия/отчество?,как Adj.Pron имя/фамилия/отчество?,Как ваше имя?,,,,,,,,,,,Copula Construction,Praedicаtive Expression,NP,Noun; PronInt,Salient property,Naming,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naming,,,,,,,,,,
,"Указание на имя или название субъекта или объекта (включая фамилию, отчество, псевдоним, кличку, прозвище и т.д.)",,1944,NP-Acc зовут NP-Nom,NP-Acc зовут NP-Nom,Мою дочку зовут Маша.,,,,,,,,,,,Clause,Predicate,VP,Verb,Salient property,Naming,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naming,,,,,,,,,,
,"Указание на имя или название субъекта или объекта (включая фамилию, отчество, псевдоним, кличку, прозвище и т.д.)",,1945,NP-Acc прозвать NP-Ins (за NP-Acc),NP-Acc прозвать NP-Ins (за NP-Acc),За внешность Квазимодо прозвали Горбуном.,,,,,,,,,,,Predicate Argument Construction,Verb,VP,Verb,Salient property,Naming,Cause,,,,,,,,NA,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naming,,,,,,,,,,
,,,1946,NP-Nom Cop у NP-Gen на руках,NP-Nom Cop у NP-Gen на руках,Документы у меня на руках.,,,,,,,,,,,Copula Construction,Praedicаtive Expression,PP,"Prep, Noun",Possession,,Temporary characteristics,Availability,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,Availability,,,
,,,1947,У NP-Gen в собственности Cop NP-Nom,У NP-Gen в собственности Cop NP-Nom,У неё в собственности однокомнатная квартира.,,,,,,,,,,,Copula Construction,Praedicаtive Expression,PP,"Prep, Noun",Possession,,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,
,,,1948,У NP-Gen Cop при себе NP-Nom,У NP-Gen Cop при себе NP-Nom,У меня паспорт всегда при себе.,,,,,,,,,,,Copula Construction,Praedicаtive Expression,PP,"Prep, Pron",Possession,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,
,,,1949,VP в собственность NP-Gen,VP в собственность NP-Gen,Здание перешло в собственность города.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,PP,Prep; Noun,Possession,,Temporary characteristics,Availability,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,Availability,,,
,,,1950,у NP-Gen отсутствовать/присутствовать NP-Nom,у NP-Gen отсутствовать/присутствовать NP-Nom,У него отсутствует чувство стиля.,,,,,,,,,,,Predicate Argument Construction,Verb,VP,Verb; Prep,Possession,,Salient property,Property assignment,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,Property assignment,,,,,,,,,,
,,,1951,VP с собой NP-Acc,VP с собой NP-Acc,Паша взял с собой диктофон.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,PP,Prep; Pron,Possession,,Comitative,,,,,,,,NA,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,
,,,1952,VP при NP-Loc,VP при NP-Loc,Не ругайся при детях!,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Prep,Prep,Temporary characteristics,Witnesses,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Witnesses,,,
,,,1953,XP в сопровождении NP-Gen,XP в сопровождении NP-Gen,Директор вошёл в сопровождении секретаря.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,PP,Prep; Pron,Comitative,,,,,,,,,,NA,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1954,VP в компании NP-Gen,VP в компании NP-Gen,Удалось провести вечер в компании любимых актёров.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,PP,Prep; Noun,Comitative,,Spatial expression,Location,,,,,,,NA,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Location,,,,,,,
,,,1955,PronPers-Pl вдвоём/втроём/вчетвером/в-NumCrd-ером (с NP-Ins),PronPers-Plur вдвоём/втроём/вчетвером/в-NumCrd-ером (с NP-Ins),Мы втроём с Петей и Катей пошли на речку.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Adv; Prep,Adv; Prep,Comitative,,,,,,,,,,NA,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1956,"Следовательно, Сl","Следовательно, Сl","Следовательно, удивляться его решительности, несомненно, стоит.",,,,,,,,,,,Cl/XP with parentheticals,Parenthetical,Adv,Adv,Discourse structure,Sequence,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,Sequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1957,"Итак, Cl","Итак, Cl","Итак, мы вкратце рассказали об особенностях двух культур.",,,,,,,,,,,Cl/XP with parentheticals,Parenthetical,Adv,Adv,Discourse structure,Summary,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1958,"Cl, отчего Cl","Cl, отчего Cl","Реку расширили, отчего появилась реальная угроза затопления прибрежной части. ",,,,,,,,,,,Connection Construction,Conjunction,Conj,Pron,Consequence,,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1959,"Cl, поэтому Cl","Cl, поэтому Cl","На море шторм, поэтому пляж закрыт.",,,,,,,,,,,Connection Construction,Conjunction,Conj,Conj,Consequence,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1960,"Это всё Cop Pred, но Cl","Это все Cop Praedic, но Cl","Это всё хорошо, но самое главное – безопасность.",,,,,,,,,,,Copula Construction,Conjunction,Conj,Conj; Pron,Discourse structure,Topic change,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,Topic change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1961,подавиться-Imp NP-Ins!,подавиться-Imper NP-Ins!,"Да подавись ты этими кроссовками, я сапоги надену.",,,,,,,,,,,Clause,Predicate,VP,Verb,Routine,Curse,Attitude,Negative,,,,,,,Colloquial,,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Curse,,,,,,,,,,,
,,,1962,"Cl, что с NP-Gen Cop взять?","Cl, что с NP-Gen Cop взять?","Он даже не закончил школу, что с него взять?",,,,,,,,,,,Copula Construction,Praedicаtive Expression,VP,Verb; Pron; Prep,Assessment,Negative,,,,,,,,,Colloquial,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1963,"что/чего с NP-Ins Cop говорить/спорить, Cl","что/чего с NP-Ins Cop говорить/спорить, Cl","Что с ним говорить, он всё равно сделает по-своему.",,,,,,,,,,,Copula Construction,Praedicаtive Expression,VP,Verb; Pron; Prep,Assessment,Negative,,,,,,,,,Colloquial,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1964,что за птица/фрукт Cop NP-Nom?,что за птица/фрукт Cop NP-Nom?,"Что за птица, в конце концов, этот Кандинский?",,,,,,,,,,,Copula Construction,Praedicаtive Expression,PP,"Prep, Noun; Pron",Salient property,Essence,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essence,,,,,,,,,,
,,,1965,(да) что NP-Nom понимать в NP-Loc?,(да) что NP-Nom понимать в NP-Loc?,Да что ты понимаешь в этих интегралах?,,,,,,,,,,,Predicate Argument Construction,Verb,VP,Verb; Prep; Pron,Assessment,Negative,,,,,,,,,Colloquial,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1966,(а) NP-Nom Cop здесь какими судьбами?,(а) NP-Nom Cop здесь какими судьбами?,А Вася здесь какими судьбами?,,,,,,,,,,,Copula Construction,Praedicаtive Expression,PP; Adv,"Prep, Noun; Pron; Adv",Attitude,Inquiry,,,,,,,,,Colloquial,,,,,,,,,,,Inquiry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1967,что NP-Nom здесь забыть-Pst?,что NP-Nom здесь забыть-Past?,А ты что здесь забыл?,,,,,,,,,,,Clause,Predicate,VP; Adv,Verb; Adv; Pron,Attitude,Negative,,,,,,,,,Colloquial,,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1968,что NP-Dat Cop (от NP-Gen/здесь) нужно/надо?,что NP-Dat Cop (от NP-Gen/здесь) нужно/надо?,Что тебе от меня надо?,,,,,,,,,,,Copula Construction,Praedicаtive Expression,Praedic; Adv,Praedic; Adv; Prep; Pron,Attitude,Concern,,,,,,,,,Colloquial,,,,,,,,,,,Concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1969,NP-Dat (всё) неймётся,NP-Dat (всё) неймётся,"А ему всё неймётся, он даже в отпуске работает.",,,,,,,,,,,Clause,Predicate,VP,Verb; Pron,Attitude,Disapproval,Assessment,Negative,,,,,,,Colloquial,,,,,,,,,,Negative,Disapproval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A family of constructions that signify that an object disappears unexpectedly,,1970,плакать-Pst PronPoss-Nom NP-Nom!,плакать-Pst PronPoss-Nom NP-Nom!,Плакал мой чемодан!,C2,"Конструкция обозначает, что [участник]Possessor сожалеет о том, что утрачен или будет утрачен принадлежащий ему ценный [объект]Theme или [ресурс]Theme.",,,А денег нам все-таки не отдадут. Плакали [наши]Possessor [денежки]Theme!,"«Ну, ― говорю я, ― плакал [ваш]Possessor [пиджачок]Theme, попрощайтесь с ним».",Плакал [наш]Possessor [комфорт]Theme! Главное в пещере ― оптимизм.,"Не получилось праздника, фейерверк отменился! Плакали [мои]Possessor [надежды]Theme.",За день до самолета я заметила ошибку в паспортных данных полиса. Распереживалась жуть и пулей помчалась в Евроинс. Думала плакал [мой]Possessor [отпуск]Theme и приятно удивлена была - минут за 10 все исправили и извинились.,"Pst, Nom, NP, PronPoss",Clause,Predicate,VP,Verb,Non-existence,Disappear,Mirative,,,,,,"Possessor, Theme",Exclamatory,Colloquial,"плакал, плакала, плакало, плакали","денежки, деньги",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,Disappear,,,,,,,,,,,,,,,,,,,,,,,,
,,,1971,"Cl, и привет","Cl, и привет","Он уже давно взял у меня эту книгу, и привет! Уехал в отпуск.",,,,,,,,,,,Biclausal Construction,Praedicаtive Expression,NP,Noun; Conj,Non-existence,Disappear,Mirative,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,Disappear,,,,,,,,,,,,,,,,,,,,,,,,
,,,1972,Cl – и тю-тю/и тютю!,Cl – и тю-тю/и тютю!,Он забрал машину – и тю-тю! Больше мы не встречались.,,,,,,,,,,,Biclausal Construction,Praedicаtive Expression,Praedic,Оnomatopoeia,Non-existence,Disappear,Mirative,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,Disappear,,,,,,,,,,,,,,,,,,,,,,,,
